Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,1448,Research & Development,1,2,Life Sciences,2820,4,Female,80,3,4,Healthcare Representative,3,Married,13320,14842,1,No,13,3,4,1,22,3,3,22,10,11,10
26,No,Travel_Frequently,810,Research & Development,18,3,Life Sciences,2821,4,Male,60,3,1,Laboratory Technician,1,Married,3669,11992,3,Yes,11,3,1,1,8,3,3,3,2,1,2
44,No,Travel_Frequently,532,Research & Development,1,2,Medical,2822,1,Female,81,2,5,Research Director,4,Single,1859,7160,4,No,12,3,3,0,22,2,3,10,0,7,0
40,No,Travel_Rarely,1343,Research & Development,25,3,Life Sciences,2823,1,Female,80,4,2,Research Scientist,4,Married,1091,4761,3,No,22,4,1,1,15,3,3,1,0,1,0
19,No,Travel_Rarely,944,Research & Development,9,1,Life Sciences,2824,2,Female,69,3,1,Research Scientist,3,Single,2693,26589,1,No,12,3,2,0,1,4,4,1,0,1,0
40,No,Travel_Rarely,370,Research & Development,1,3,Life Sciences,2825,3,Male,32,2,2,Healthcare Representative,3,Single,4148,10415,1,No,15,3,4,0,5,5,3,5,4,0,3
36,No,Travel_Rarely,1277,Research & Development,19,3,Medical,2826,2,Female,83,4,1,Laboratory Technician,3,Married,3955,14074,1,No,16,3,1,1,7,2,3,7,7,0,7
46,No,Travel_Rarely,526,Sales,2,5,Life Sciences,2827,3,Male,96,3,3,Sales Executive,1,Divorced,10453,25594,3,No,11,3,2,1,23,4,2,7,7,4,2
44,No,Travel_Rarely,1450,Sales,2,3,Life Sciences,2828,3,Male,92,3,2,Sales Executive,1,Married,5175,9606,2,No,12,3,4,1,15,3,3,5,3,0,3
32,No,Travel_Rarely,1157,Sales,9,3,Life Sciences,2829,3,Male,62,3,3,Sales Executive,4,Single,9071,20335,3,Yes,17,3,1,0,10,2,4,6,5,1,5
25,No,Travel_Rarely,991,Sales,4,1,Marketing,2830,3,Female,54,4,1,Sales Representative,4,Married,2014,5518,1,No,11,3,4,1,2,3,3,2,2,2,2
34,No,Travel_Frequently,792,Sales,3,3,Marketing,2831,2,Male,43,2,2,Sales Executive,4,Single,4108,4814,0,No,12,3,4,0,15,4,3,14,9,4,11
22,Yes,Travel_Rarely,1229,Research & Development,1,1,Life Sciences,2832,3,Female,88,2,1,Research Scientist,3,Married,2450,13888,1,No,16,3,1,0,4,2,3,4,3,0,3
39,No,Travel_Frequently,1401,Research & Development,13,3,Life Sciences,2833,3,Female,85,3,1,Research Scientist,1,Single,2580,23293,1,No,14,3,4,0,13,2,3,13,9,4,7
18,No,Travel_Rarely,1206,Research & Development,4,3,Medical,2834,1,Male,54,2,1,Laboratory Technician,2,Single,2323,17001,1,No,22,4,3,0,1,3,3,1,0,0,1
45,No,Travel_Rarely,827,Sales,26,3,Marketing,2835,4,Female,100,3,3,Sales Executive,4,Married,8789,9096,1,No,17,3,4,1,10,2,3,10,0,7,8
35,No,Travel_Rarely,991,Research & Development,5,3,Medical,2836,4,Male,78,2,1,Laboratory Technician,2,Married,2404,16376,1,No,17,3,3,1,1,5,3,1,0,0,0
55,No,Travel_Rarely,1162,Sales,21,2,Life Sciences,2837,3,Male,78,3,1,Sales Representative,1,Divorced,2863,18203,8,No,14,3,4,1,4,2,3,1,0,0,0
37,No,Travel_Rarely,691,Sales,1,4,Medical,2838,4,Female,32,3,2,Sales Executive,3,Divorced,6306,6462,7,No,22,4,4,1,15,3,3,13,7,1,12
33,No,Travel_Rarely,1302,Research & Development,8,2,Technical Degree,2839,3,Male,55,3,3,Healthcare Representative,1,Divorced,10938,15813,3,No,11,3,3,0,12,3,3,5,4,1,3
50,No,Travel_Rarely,898,Research & Development,13,4,Life Sciences,2840,3,Male,81,3,5,Research Director,1,Divorced,19189,19562,7,No,13,3,4,1,28,2,2,8,7,1,7
44,No,Travel_Rarely,587,Research & Development,21,2,Life Sciences,2841,3,Male,51,2,1,Laboratory Technician,3,Married,3477,16090,1,Yes,12,3,4,1,10,3,3,10,8,0,8
43,No,Travel_Rarely,688,Research & Development,3,4,Medical,2842,3,Female,67,3,4,Research Director,1,Divorced,13458,15881,9,No,18,3,4,1,22,3,4,2,2,2,2
29,No,Travel_Frequently,604,Research & Development,15,1,Medical,2843,3,Female,37,3,1,Research Scientist,3,Divorced,2662,7975,1,No,11,3,3,1,10,2,2,10,8,0,8
30,No,Travel_Rarely,775,Sales,1,4,Other,2844,2,Male,61,2,2,Sales Executive,3,Divorced,6804,11761,7,No,17,3,1,3,7,2,3,3,2,1,2
37,No,Travel_Rarely,217,Research & Development,2,3,Life Sciences,2845,3,Female,39,4,2,Manufacturing Director,4,Single,4877,22002,6,No,22,4,3,0,5,6,2,1,0,0,0
39,No,Travel_Frequently,833,Sales,13,4,Life Sciences,2846,3,Male,80,3,2,Sales Executive,2,Single,5768,25353,2,Yes,21,4,2,0,10,3,2,3,2,1,2
26,No,Travel_Rarely,181,Research & Development,2,1,Life Sciences,2847,3,Male,69,3,1,Laboratory Technician,2,Single,2451,4981,1,No,24,4,1,0,1,3,3,1,1,1,0
36,No,Travel_Rarely,1179,Sales,28,2,Other,2848,2,Female,32,3,2,Sales Executive,4,Married,5228,11652,5,No,13,3,4,1,10,3,3,5,4,1,3
38,No,Non-Travel,1195,Sales,14,4,Medical,2849,4,Male,61,3,2,Sales Executive,1,Divorced,5087,24208,0,No,11,3,2,2,18,3,3,17,7,11,14
37,No,Travel_Rarely,889,Research & Development,2,5,Life Sciences,2850,4,Male,51,4,2,Healthcare Representative,1,Single,6538,8891,1,No,12,3,4,0,10,3,3,10,0,7,8
28,No,Travel_Rarely,1254,Research & Development,20,3,Medical,2851,4,Female,88,3,1,Laboratory Technician,1,Married,2387,12127,1,Yes,12,3,3,1,2,2,3,2,2,2,2
32,No,Travel_Rarely,809,Research & Development,1,4,Life Sciences,2852,3,Female,41,3,1,Research Scientist,4,Married,4766,11925,4,No,13,3,3,0,14,2,2,14,9,0,8
38,No,Travel_Rarely,772,Research & Development,8,4,Life Sciences,2853,2,Male,78,3,2,Healthcare Representative,3,Divorced,5208,13583,7,No,12,3,4,1,20,3,3,20,6,3,17
35,No,Travel_Rarely,1252,Research & Development,2,4,Medical,2854,1,Female,60,3,2,Healthcare Representative,3,Single,4502,5388,0,No,15,3,3,0,17,3,2,16,10,2,13
32,No,Travel_Rarely,684,Research & Development,2,4,Medical,2855,3,Male,80,3,2,Laboratory Technician,4,Single,5209,22794,1,No,15,3,4,0,10,5,3,10,7,1,7
39,No,Travel_Rarely,1369,Human Resources,8,3,Medical,2856,4,Male,61,2,2,Human Resources,3,Married,6347,13982,2,No,15,3,1,1,18,2,3,19,8,3,8
33,No,Travel_Rarely,1370,Sales,9,3,Medical,2857,3,Male,83,3,1,Sales Representative,2,Divorced,2180,24594,0,No,12,3,4,1,7,3,3,5,4,0,3
27,Yes,Travel_Frequently,664,Sales,6,1,Technical Degree,2858,4,Male,41,1,2,Sales Executive,3,Single,6883,24252,5,Yes,12,3,4,0,6,5,2,2,2,2,2
48,No,Non-Travel,1371,Sales,24,4,Life Sciences,2859,4,Male,98,3,2,Sales Executive,4,Single,5486,14408,4,No,14,3,4,0,13,2,3,9,8,4,8
31,No,Travel_Rarely,775,Research & Development,15,4,Life Sciences,2860,1,Male,30,3,2,Manufacturing Director,3,Single,6384,15170,0,No,15,3,2,0,9,2,3,8,7,1,7
34,No,Travel_Rarely,508,Research & Development,2,2,Life Sciences,2861,4,Male,69,3,2,Healthcare Representative,3,Divorced,5253,26458,1,No,19,3,2,1,6,6,3,5,4,0,3
29,No,Travel_Rarely,943,Sales,1,1,Life Sciences,2862,1,Female,76,3,2,Sales Executive,2,Divorced,6651,7259,1,No,17,3,2,1,10,5,3,1,0,0,0
40,No,Travel_Rarely,734,Sales,1,3,Life Sciences,2863,4,Female,55,2,5,Manager,1,Single,19847,5518,1,Yes,11,3,3,0,21,3,2,21,6,14,8
42,No,Travel_Rarely,468,Sales,8,5,Marketing,2864,3,Female,79,3,5,Manager,2,Single,18213,9277,0,Yes,13,3,4,0,23,2,3,22,10,11,17
36,Yes,Travel_Rarely,444,Sales,12,4,Medical,2865,1,Male,48,4,1,Sales Representative,3,Married,2871,7909,7,No,12,3,3,1,16,2,3,5,4,0,4
27,No,Travel_Rarely,414,Sales,9,3,Life Sciences,2866,2,Male,99,3,2,Sales Executive,1,Single,4249,22149,0,No,15,3,3,0,4,2,4,3,2,0,2
36,No,Travel_Frequently,300,Research & Development,8,4,Medical,2867,1,Male,55,2,2,Research Scientist,4,Married,4805,6812,7,No,13,3,4,1,16,2,1,14,8,5,7
30,No,Travel_Rarely,538,Research & Development,8,2,Life Sciences,2868,3,Male,48,3,2,Laboratory Technician,3,Single,4193,16102,0,Yes,13,3,1,0,10,2,3,9,8,1,8
44,No,Travel_Rarely,469,Research & Development,29,5,Medical,2869,4,Male,92,2,4,Research Director,4,Married,17861,3525,5,No,11,3,2,1,23,3,2,12,9,5,8
35,No,Travel_Rarely,771,Research & Development,1,3,Life Sciences,2870,4,Male,35,3,3,Healthcare Representative,4,Single,7005,15669,4,No,13,3,1,0,12,2,3,10,9,7,7
36,No,Travel_Frequently,658,Human Resources,1,4,Human Resources,2871,4,Male,79,3,3,Human Resources,1,Married,8837,24608,1,Yes,11,3,3,1,10,2,3,10,3,0,2
46,No,Travel_Rarely,581,Sales,8,4,Life Sciences,2872,4,Male,72,3,2,Sales Executive,3,Single,5485,14369,2,No,16,3,4,0,10,5,4,5,2,0,4
36,No,Travel_Rarely,556,Sales,10,4,Marketing,2873,1,Male,79,3,2,Sales Executive,4,Married,6653,12147,4,No,11,3,2,1,7,4,1,0,0,0,0
36,No,Travel_Rarely,933,Research & Development,25,3,Medical,2874,3,Male,98,3,1,Laboratory Technician,3,Married,2835,23213,1,No,16,3,3,1,1,2,3,1,0,0,0
37,No,Travel_Rarely,288,Research & Development,15,2,Life Sciences,2875,4,Female,78,2,4,Research Director,1,Married,13744,20206,1,Yes,12,3,3,2,16,2,3,16,10,4,8
26,No,Travel_Rarely,1258,Research & Development,9,3,Medical,2876,1,Male,82,3,1,Research Scientist,4,Married,2127,14377,1,No,13,3,3,1,1,4,3,1,0,0,0
32,No,Travel_Frequently,645,Research & Development,3,3,Medical,2877,2,Female,75,3,2,Laboratory Technician,4,Married,4447,15963,1,No,14,3,4,1,10,2,3,10,7,8,0
26,No,Travel_Rarely,938,Human Resources,13,1,Medical,2878,4,Female,52,4,1,Human Resources,3,Single,2844,8952,1,Yes,18,3,3,0,8,2,3,8,3,0,7
18,No,Non-Travel,593,Research & Development,5,3,Life Sciences,2879,3,Female,69,2,1,Laboratory Technician,3,Single,2875,13384,1,No,11,3,2,0,1,3,2,1,0,0,0
29,Yes,Travel_Rarely,1120,Research & Development,29,1,Medical,2880,2,Male,41,3,2,Manufacturing Director,4,Single,5673,11806,1,No,12,3,4,0,10,2,3,10,9,6,8
51,Yes,Travel_Frequently,566,Research & Development,19,2,Medical,2881,4,Male,42,3,4,Manager,3,Married,17169,19764,7,No,12,3,3,1,22,2,1,18,17,15,13
29,No,Travel_Rarely,604,Research & Development,7,1,Medical,2882,2,Male,76,3,1,Research Scientist,4,Divorced,2141,6217,0,No,17,3,4,3,6,2,3,5,4,1,3
32,No,Travel_Frequently,1283,Research & Development,1,4,Medical,2883,1,Male,42,2,3,Manufacturing Director,3,Married,8686,7975,1,No,11,3,3,2,9,3,3,8,7,0,3
40,No,Travel_Rarely,607,Sales,2,3,Life Sciences,2884,4,Male,87,3,3,Sales Executive,3,Single,10445,8302,1,Yes,11,3,1,0,20,2,3,20,14,13,10
24,No,Travel_Rarely,853,Sales,15,2,Life Sciences,2885,1,Female,79,3,1,Sales Representative,3,Married,1559,5598,2,No,19,3,3,1,16,2,3,0,0,0,0
29,No,Travel_Rarely,1322,Research & Development,9,3,Medical,2886,4,Male,81,3,1,Laboratory Technician,3,Single,2899,7508,1,No,11,3,3,0,6,2,2,6,2,1,4
50,No,Travel_Rarely,976,Research & Development,5,1,Medical,2887,1,Male,77,3,2,Healthcare Representative,2,Single,4256,18597,2,No,15,3,1,0,20,2,2,2,0,0,1
36,No,Travel_Rarely,234,Sales,2,2,Life Sciences,2888,2,Male,94,3,2,Sales Executive,4,Married,5237,8891,1,No,14,3,1,0,10,3,3,10,6,1,7
28,No,Travel_Rarely,885,Research & Development,1,3,Medical,2889,4,Male,82,2,1,Research Scientist,4,Single,3539,8302,0,Yes,13,3,3,0,6,5,3,5,3,1,3
49,No,Travel_Rarely,1052,Research & Development,2,2,Medical,2890,1,Male,41,3,4,Research Director,1,Married,17603,19877,3,No,14,3,2,1,30,3,2,9,8,3,8
34,No,Travel_Rarely,1332,Sales,10,2,Life Sciences,2891,1,Male,87,4,1,Sales Executive,3,Divorced,2642,5518,1,No,19,3,4,2,1,2,3,1,1,1,0
32,No,Travel_Rarely,989,Research & Development,1,3,Life Sciences,2892,2,Male,78,3,2,Healthcare Representative,4,Married,5131,6975,1,No,11,3,4,1,9,2,3,8,6,4,8
30,No,Travel_Rarely,1250,Research & Development,3,1,Life Sciences,2893,2,Female,73,3,1,Research Scientist,3,Single,2911,18103,1,No,14,3,4,0,1,3,2,1,0,0,0
32,No,Travel_Rarely,945,Sales,1,3,Marketing,2894,3,Male,85,3,2,Sales Executive,2,Single,6439,18597,2,No,12,3,4,0,8,3,2,4,3,1,2
36,No,Travel_Rarely,1157,Research & Development,2,4,Life Sciences,2895,3,Male,78,2,2,Manufacturing Director,1,Married,6172,20161,4,No,13,3,3,0,12,3,3,7,7,6,7
51,No,Travel_Frequently,1396,Research & Development,5,3,Life Sciences,2896,1,Female,34,2,1,Research Scientist,1,Single,2662,7975,1,No,18,3,4,0,10,4,2,10,7,0,7
43,No,Travel_Rarely,267,Research & Development,26,4,Medical,2897,3,Female,97,3,4,Healthcare Representative,3,Single,13964,9755,2,No,16,3,4,0,25,3,4,1,0,0,0
37,No,Travel_Rarely,1169,Sales,19,3,Life Sciences,2898,2,Female,76,2,3,Sales Executive,2,Divorced,10883,13493,4,Yes,12,3,3,1,17,5,3,1,0,0,0
30,Yes,Travel_Rarely,360,Sales,17,3,Medical,2899,1,Female,54,3,1,Sales Representative,4,Single,2304,16376,2,Yes,12,3,3,0,3,4,2,1,0,0,0
34,No,Travel_Rarely,589,Sales,1,3,Life Sciences,2900,3,Male,65,3,3,Sales Executive,1,Single,9208,6645,2,Yes,19,3,4,0,9,4,3,4,3,1,3
26,No,Travel_Rarely,1329,Research & Development,26,5,Medical,2901,4,Male,44,3,1,Research Scientist,1,Married,2911,6670,0,No,17,3,1,0,4,2,2,3,2,1,2
40,No,Travel_Rarely,465,Research & Development,29,4,Medical,2902,4,Female,76,2,4,Manufacturing Director,1,Divorced,13570,24525,4,No,11,3,3,2,22,3,3,20,6,11,11
39,No,Travel_Rarely,1441,Research & Development,16,5,Life Sciences,2903,1,Male,36,3,3,Manufacturing Director,4,Single,9204,23793,1,Yes,14,3,3,0,9,3,3,9,7,7,8
46,Yes,Travel_Rarely,530,Sales,29,4,Life Sciences,2904,3,Female,75,2,3,Sales Executive,3,Single,9069,22376,8,Yes,14,3,4,0,16,3,3,10,9,0,9
38,No,Travel_Rarely,602,Sales,9,4,Life Sciences,2905,2,Male,62,3,2,Sales Executive,4,Married,4534,17251,8,No,22,4,1,1,8,3,3,1,0,0,0
28,No,Travel_Rarely,526,Research & Development,3,3,Life Sciences,2906,1,Male,85,3,1,Research Scientist,3,Single,1859,9150,1,No,13,3,4,0,1,3,3,1,0,0,0
34,No,Non-Travel,1318,Research & Development,2,3,Life Sciences,2907,4,Male,87,2,1,Research Scientist,1,Single,2904,15834,1,No,13,3,4,0,2,4,3,2,2,2,2
20,No,Travel_Rarely,1164,Human Resources,9,2,Medical,2908,2,Male,91,2,2,Human Resources,4,Single,6272,12858,1,No,15,3,3,0,9,3,4,9,5,0,8
27,No,Travel_Frequently,428,Sales,20,1,Life Sciences,2909,2,Male,45,2,3,Sales Executive,3,Married,7094,22174,0,Yes,19,3,1,1,8,1,3,7,6,0,7
24,No,Travel_Rarely,1297,Sales,3,2,Medical,2910,4,Female,60,1,2,Sales Executive,2,Single,4539,8232,1,No,12,3,3,0,5,3,3,5,3,0,4
31,No,Travel_Rarely,1276,Research & Development,1,3,Life Sciences,2911,2,Female,62,3,2,Healthcare Representative,3,Divorced,6142,4223,9,No,14,3,3,1,9,3,3,5,2,1,3
34,No,Travel_Rarely,640,Research & Development,6,3,Life Sciences,2912,3,Female,48,3,1,Research Scientist,4,Married,2356,22456,7,Yes,19,3,2,1,6,4,3,4,2,1,2
38,No,Travel_Rarely,170,Research & Development,2,4,Medical,2913,4,Female,75,2,2,Research Scientist,3,Single,5433,2644,8,Yes,11,3,2,0,13,2,3,4,2,3,0
28,No,Travel_Rarely,1302,Research & Development,5,1,Medical,2914,3,Male,48,3,2,Laboratory Technician,4,Married,3989,16117,1,No,12,3,4,1,5,2,3,5,4,1,1
21,No,Travel_Rarely,492,Sales,9,2,Life Sciences,2915,4,Female,31,3,1,Sales Representative,2,Single,2780,25479,1,No,13,3,4,0,5,2,3,5,2,1,3
29,No,Travel_Rarely,665,Research & Development,7,1,Life Sciences,2916,4,Female,97,3,1,Research Scientist,3,Married,2285,8306,1,No,14,3,4,2,7,2,3,7,7,0,6
53,No,Travel_Frequently,1476,Research & Development,4,3,Life Sciences,2917,3,Female,93,3,5,Research Director,4,Married,19094,2338,4,No,12,3,4,1,26,5,2,4,3,1,2
28,No,Travel_Rarely,534,Research & Development,2,3,Technical Degree,2918,4,Female,44,2,1,Research Scientist,4,Married,2694,5543,1,No,12,3,4,1,1,2,2,1,0,0,0
32,No,Travel_Rarely,1334,Research & Development,6,1,Medical,2919,2,Female,73,3,1,Research Scientist,4,Single,2837,12291,1,No,13,3,3,0,1,3,3,1,0,0,0
34,No,Travel_Rarely,1319,Sales,10,1,Marketing,2920,2,Female,67,3,2,Sales Executive,1,Divorced,7104,20794,1,No,13,3,4,1,6,4,1,6,3,0,5
34,No,Travel_Rarely,446,Research & Development,3,3,Life Sciences,2921,1,Male,42,2,1,Research Scientist,2,Married,2851,9192,1,No,20,4,1,0,6,3,3,6,4,4,4
31,No,Travel_Rarely,1134,Research & Development,23,3,Medical,2922,4,Female,40,3,2,Manufacturing Director,2,Married,4332,13554,0,No,12,3,3,1,9,2,2,8,7,7,7
32,No,Travel_Rarely,662,Sales,1,3,Technical Degree,2923,1,Male,44,3,2,Sales Executive,3,Married,4037,14255,0,Yes,11,3,3,1,4,3,2,3,2,2,2
37,No,Travel_Rarely,1091,Research & Development,1,2,Medical,2924,1,Female,100,3,2,Manufacturing Director,4,Single,5094,8059,9,No,15,3,2,0,10,3,3,1,0,0,0
32,Yes,Travel_Frequently,289,Research & Development,2,4,Medical,2925,3,Male,57,3,1,Research Scientist,3,Married,2956,4223,3,No,11,3,2,0,5,5,4,0,0,0,1
28,No,Travel_Rarely,1434,Research & Development,6,2,Medical,2926,2,Male,66,3,1,Laboratory Technician,3,Married,3221,4668,1,No,12,3,3,1,3,1,3,3,2,0,2
54,No,Travel_Rarely,267,Research & Development,5,4,Medical,2927,1,Male,63,3,2,Research Scientist,3,Married,5810,22553,0,Yes,21,4,2,1,13,4,3,13,8,0,4
34,No,Travel_Rarely,1277,Research & Development,28,3,Life Sciences,2928,2,Male,74,2,1,Laboratory Technician,3,Married,4025,16632,1,Yes,12,3,4,1,6,2,4,5,4,0,1
29,No,Travel_Rarely,269,Research & Development,19,3,Medical,2929,3,Male,68,3,1,Laboratory Technician,3,Married,2644,3372,1,No,14,3,1,1,10,2,3,10,9,6,7
36,No,Non-Travel,855,Research & Development,1,4,Life Sciences,2930,1,Male,77,3,2,Research Scientist,4,Divorced,5770,13035,1,Yes,12,3,4,2,10,3,2,10,7,7,7
37,Yes,Travel_Rarely,575,Research & Development,7,3,Life Sciences,2931,4,Male,77,3,1,Research Scientist,1,Single,2655,7102,1,No,13,3,2,0,10,3,4,10,9,9,9
41,No,Travel_Rarely,279,Research & Development,1,4,Life Sciences,2932,3,Male,80,3,4,Manager,4,Married,17665,14074,1,Yes,13,3,2,0,22,4,3,22,6,11,11
34,No,Travel_Rarely,855,Sales,10,1,Marketing,2933,4,Male,75,3,3,Sales Executive,2,Divorced,9278,8416,1,No,15,3,4,1,9,2,3,8,7,8,7
27,No,Travel_Rarely,1334,Research & Development,7,4,Life Sciences,2934,1,Female,71,2,1,Research Scientist,3,Married,2168,4488,0,Yes,13,3,2,1,5,2,3,5,3,0,4
42,No,Travel_Frequently,1084,Research & Development,2,5,Life Sciences,2935,2,Female,45,4,4,Research Director,3,Divorced,14336,17477,5,No,13,3,2,1,23,2,3,20,17,13,6
28,No,Travel_Frequently,653,Sales,1,3,Medical,2936,1,Male,92,3,2,Sales Executive,3,Married,5147,23457,1,No,15,3,4,1,10,3,3,10,7,1,7
44,No,Travel_Rarely,906,Research & Development,9,1,Medical,2937,1,Male,88,3,1,Research Scientist,3,Single,2342,17205,2,No,11,3,3,0,7,3,3,4,2,1,3
35,No,Travel_Rarely,913,Research & Development,23,3,Medical,2938,1,Male,73,3,2,Manufacturing Director,2,Married,5902,23679,1,No,13,3,4,0,17,3,1,17,11,2,8
55,No,Travel_Rarely,287,Research & Development,23,3,Life Sciences,2939,3,Male,72,2,2,Research Scientist,3,Divorced,5957,25479,6,No,12,3,3,1,14,2,3,5,4,0,4
31,No,Travel_Rarely,322,Research & Development,1,3,Technical Degree,2940,3,Male,59,2,2,Manufacturing Director,4,Married,5417,15596,1,No,21,4,1,1,6,3,2,5,2,0,4
40,No,Travel_Rarely,583,Research & Development,13,2,Technical Degree,2941,4,Male,46,1,2,Manufacturing Director,3,Single,5914,5197,1,No,19,3,3,0,18,3,2,18,17,4,7
27,No,Travel_Rarely,1107,Research & Development,23,3,Medical,2942,1,Male,84,3,1,Laboratory Technician,3,Single,3633,3445,1,No,15,3,3,0,6,3,2,6,3,0,4
38,No,Travel_Rarely,1089,Research & Development,17,4,Medical,2943,4,Male,82,2,3,Healthcare Representative,2,Married,10999,14168,7,No,21,4,2,2,15,2,2,11,6,0,8
38,No,Travel_Rarely,735,Research & Development,8,1,Medical,2944,3,Male,52,3,2,Research Scientist,4,Married,4108,4681,1,No,13,3,3,1,13,5,1,13,7,6,8
34,No,Travel_Rarely,1180,Research & Development,4,4,Other,2945,4,Female,93,3,2,Manufacturing Director,4,Married,9985,9262,7,No,20,4,3,0,7,3,2,3,2,0,2
56,No,Travel_Rarely,882,Research & Development,1,4,Technical Degree,2946,4,Female,94,2,1,Research Scientist,3,Married,2774,13934,0,No,13,3,3,1,6,4,3,5,4,1,3
39,No,Travel_Rarely,682,Research & Development,1,4,Other,2947,4,Male,57,4,3,Healthcare Representative,3,Married,7441,20161,1,No,11,3,4,1,41,0,3,41,8,12,10
35,No,Travel_Rarely,419,Sales,10,3,Medical,2948,2,Male,91,3,2,Sales Executive,4,Married,4189,23163,1,No,12,3,1,1,5,2,3,5,4,0,0
36,No,Travel_Rarely,775,Research & Development,5,2,Medical,2949,4,Female,66,3,2,Manufacturing Director,2,Divorced,5561,7507,5,No,13,3,1,3,9,4,3,5,3,0,3
30,Yes,Travel_Rarely,532,Sales,2,1,Marketing,2950,4,Male,86,1,5,Manager,3,Divorced,18947,17519,7,No,11,3,1,1,22,4,3,2,1,2,2
38,No,Travel_Rarely,921,Research & Development,2,2,Medical,2951,2,Female,69,2,1,Research Scientist,1,Married,2838,18698,4,Yes,19,3,3,1,8,4,3,1,0,0,0
35,No,Travel_Frequently,208,Research & Development,2,1,Life Sciences,2952,4,Male,72,2,1,Laboratory Technician,2,Single,3902,19191,1,No,18,3,3,0,1,2,3,1,0,0,0
35,No,Travel_Rarely,575,Research & Development,15,3,Life Sciences,2953,4,Female,91,2,1,Laboratory Technician,1,Married,2696,4223,1,No,12,3,4,1,1,4,4,1,0,0,0
35,No,Travel_Rarely,193,Sales,10,5,Marketing,2954,2,Male,66,2,1,Sales Representative,3,Married,4968,3010,2,No,17,3,4,1,5,2,4,1,0,0,0
26,No,Travel_Rarely,989,Research & Development,26,2,Life Sciences,2955,4,Female,65,3,2,Manufacturing Director,1,Married,4284,23848,1,No,15,3,1,0,8,3,3,8,7,0,7
29,No,Travel_Rarely,1222,Research & Development,7,3,Life Sciences,2956,2,Male,47,3,1,Research Scientist,1,Single,3143,16392,1,Yes,13,3,3,0,7,3,2,7,6,1,5
34,No,Travel_Rarely,488,Research & Development,9,2,Life Sciences,2957,4,Male,52,3,2,Manufacturing Director,1,Single,4449,16375,4,No,15,3,3,0,7,2,3,3,2,1,2
33,No,Travel_Rarely,575,Sales,15,4,Medical,2958,4,Male,73,3,1,Sales Representative,4,Divorced,3452,20420,1,Yes,13,3,2,1,3,3,3,3,1,1,2
49,No,Travel_Rarely,581,Research & Development,9,4,Life Sciences,2959,4,Male,97,3,1,Research Scientist,2,Single,3420,12947,6,No,13,3,2,0,7,3,3,4,2,0,2
27,No,Travel_Frequently,458,Research & Development,2,3,Technical Degree,2960,3,Female,51,3,2,Healthcare Representative,3,Married,6811,3142,1,No,14,3,2,0,8,1,3,8,7,7,7
55,No,Travel_Rarely,1146,Research & Development,2,2,Medical,2961,3,Male,52,4,2,Healthcare Representative,2,Married,5399,22384,3,Yes,15,3,1,1,15,0,2,4,3,1,2
27,No,Travel_Rarely,1111,Research & Development,1,3,Medical,2962,3,Male,95,3,1,Laboratory Technician,3,Single,2889,6984,1,No,15,3,1,0,6,5,4,6,2,0,5
41,No,Travel_Rarely,490,Research & Development,10,3,Medical,2963,1,Male,54,3,1,Research Scientist,4,Single,3291,23910,1,No,11,3,4,0,1,3,3,1,0,0,0
36,No,Travel_Rarely,115,Research & Development,18,3,Medical,2964,2,Female,30,2,2,Healthcare Representative,1,Single,6811,5050,9,No,14,3,3,0,18,2,3,11,7,4,7
29,Yes,Travel_Rarely,441,Research & Development,1,3,Medical,2965,2,Male,43,3,1,Laboratory Technician,1,Single,2741,10261,0,No,13,3,2,0,7,0,2,7,7,0,7
32,No,Travel_Rarely,1278,Research & Development,1,2,Medical,2966,2,Female,82,3,1,Research Scientist,1,Divorced,2610,2338,1,No,12,3,4,1,5,3,2,5,2,1,1
36,No,Travel_Rarely,1258,Research & Development,8,3,Medical,2967,3,Male,73,3,2,Manufacturing Director,2,Married,4014,8758,7,No,16,3,4,1,10,3,3,2,2,2,2
28,No,Travel_Rarely,267,Research & Development,1,2,Medical,2968,3,Male,80,3,1,Research Scientist,4,Married,2244,22154,1,No,23,4,4,1,3,3,3,2,2,2,2
29,Yes,Travel_Frequently,1443,Research & Development,5,3,Life Sciences,2969,1,Male,83,1,1,Laboratory Technician,3,Married,2093,26076,6,No,15,3,1,2,3,3,2,1,0,0,0
52,No,Travel_Rarely,810,Research & Development,21,3,Medical,2970,3,Female,43,2,4,Manager,4,Married,16835,21030,2,No,14,3,3,1,31,3,3,9,7,1,5
26,No,Travel_Rarely,691,Research & Development,2,3,Other,2971,3,Female,57,3,1,Laboratory Technician,1,Divorced,3539,5033,1,No,16,3,4,1,7,2,3,7,7,7,7
35,No,Travel_Frequently,408,Sales,10,4,Marketing,2972,2,Male,73,4,2,Sales Executive,2,Single,6385,23553,1,No,18,3,2,0,10,5,3,10,9,0,8
